,id,gender,state,region,education,income,vehicle_class,policy_type,monthly_premium,customer_lifetime_value,total_claim_amount,open_complaints
5137,ct74097,m,nevada,central,college,51817.0,suv,personal auto,129.0,14790,712.83,4
5138,he20556,f,arizona,central,bachelor,31561.0,four-door car,personal auto,68.0,5324,326.4,0
5139,rq41621,f,arizona,central,doctor,64640.0,four-door car,personal auto,73.0,2863,327.91,2
5140,tb88830,f,california,west,master,64220.0,suv,personal auto,107.0,8615,48.78,0
5141,lv94312,m,oregon,north west,college,33580.0,four-door car,corporate auto,62.0,4932,315.33,0
5142,pt45842,m,arizona,central,college,50510.55,two-door car,personal auto,64.0,4642,770.25,0
5144,rb63074,m,oregon,north west,high school or below,50510.55,four-door car,personal auto,67.0,4858,482.4,0
5145,xx73066,m,arizona,central,master,43318.0,four-door car,personal auto,66.0,5261,48.94,0
5146,vn22337,f,california,west,college,83869.0,four-door car,personal auto,81.0,3274,348.19,0
5147,ba19651,m,california,west,high school or below,43875.0,four-door car,corporate auto,78.0,6134,289.47,0
5148,ux18122,f,washington,east,bachelor,59016.0,four-door car,corporate auto,92.0,3691,441.6,0
5149,hy46017,f,california,west,college,70793.0,four-door car,personal auto,69.0,2777,62.63,0
5150,zi95657,m,california,west,doctor,24164.0,sports car,personal auto,137.0,10972,657.6,0
5151,mk93363,f,washington,east,master,29133.0,sports car,personal auto,104.0,4178,499.2,0
5152,um26324,m,washington,east,high school or below,81082.0,four-door car,corporate auto,73.0,5839,281.3,0
5153,zn18884,m,california,west,bachelor,50510.55,four-door car,corporate auto,65.0,6462,312.0,0
5154,pn18863,m,california,west,college,21277.0,four-door car,corporate auto,66.0,5110,316.8,0
5156,qz83992,m,california,west,college,10540.0,suv,corporate auto,115.0,8682,552.0,0
5158,ga86186,m,oregon,north west,college,62873.0,four-door car,special auto,81.0,3231,207.75,0
5160,ey97047,m,oregon,north west,college,37876.0,four-door car,corporate auto,69.0,2648,300.06,0
5161,nw14895,m,arizona,central,bachelor,77469.0,suv,personal auto,109.0,12883,757.17,1
5163,dq50258,m,california,west,college,50510.55,four-door car,personal auto,67.0,4814,482.4,0
5164,xk10881,m,oregon,north west,bachelor,39310.0,four-door car,personal auto,61.0,4837,93.18,0
5167,sz17657,f,oregon,north west,college,67840.0,suv,personal auto,112.0,9013,83.24,0
5168,ri44399,f,california,west,bachelor,50510.55,four-door car,corporate auto,80.0,5872,871.06,0
5169,rf73080,m,oregon,north west,college,23091.0,four-door car,personal auto,96.0,5927,460.8,5
5170,qa69109,f,arizona,central,master,69468.0,four-door car,personal auto,67.0,5454,302.73,0
5171,fk85203,m,california,west,high school or below,74143.0,suv,personal auto,114.0,9107,547.2,0
5172,et44462,m,arizona,central,high school or below,65165.0,suv,personal auto,126.0,5013,604.8,1
5173,sk27185,f,california,west,college,50537.0,suv,personal auto,165.0,6672,60.01,0
5174,jw87443,f,oregon,north west,college,72608.0,four-door car,personal auto,82.0,6521,393.6,3
5175,om37610,f,nevada,central,high school or below,26312.0,four-door car,personal auto,110.0,13024,565.84,1
5176,tj58873,m,oregon,north west,high school or below,56900.0,four-door car,personal auto,68.0,2749,304.12,0
5177,we97690,f,oregon,north west,bachelor,60707.0,four-door car,corporate auto,70.0,2804,327.06,0
5178,hh99354,m,oregon,north west,bachelor,67276.0,two-door car,personal auto,61.0,7231,181.8,0
5179,un90060,f,oregon,north west,high school or below,30865.0,suv,personal auto,104.0,8329,21.26,0
5180,br76202,f,california,west,master,79487.0,suv,personal auto,114.0,4627,547.2,0
5181,mo48960,f,california,west,doctor,50510.55,four-door car,personal auto,84.0,6265,481.03,1
5182,qg50480,m,oregon,north west,college,50510.55,two-door car,personal auto,62.0,4504,135.85,0
5183,re73564,f,oregon,north west,bachelor,41098.0,two-door car,personal auto,96.0,11533,250.06,0
5184,en32990,f,arizona,central,college,89158.0,four-door car,personal auto,67.0,5350,272.2,0
5185,oo97388,f,oregon,north west,master,99612.0,two-door car,personal auto,70.0,2856,336.0,0
5187,ui64573,f,oregon,north west,high school or below,94885.0,four-door car,personal auto,86.0,3470,170.53,3
5188,hj64867,f,arizona,central,college,78352.0,two-door car,personal auto,74.0,5895,152.37,0
5189,mt35297,f,oregon,north west,high school or below,43460.0,four-door car,personal auto,63.0,5066,302.4,0
5191,jr34589,f,nevada,central,high school or below,21236.0,suv,personal auto,123.0,4882,131.26,0
5192,ei85578,f,california,west,bachelor,50510.55,suv,personal auto,106.0,3838,117.23,0
5193,dh85144,m,oregon,north west,college,50510.55,four-door car,personal auto,65.0,2154,312.0,0
5194,hc31007,m,california,west,high school or below,50510.55,four-door car,personal auto,68.0,5049,457.17,0
5195,mt58123,m,california,west,college,28432.0,suv,corporate auto,118.0,13870,612.3,0
5196,gq78238,m,oregon,north west,high school or below,65167.0,suv,personal auto,131.0,5213,628.8,0
5197,uo44449,f,washington,east,college,33700.0,four-door car,corporate auto,62.0,4911,274.11,0
5198,vk98618,f,arizona,central,college,50510.55,suv,personal auto,105.0,7752,756.0,0
5200,kd20203,m,oregon,north west,college,50510.55,suv,corporate auto,131.0,9473,628.8,0
5201,hr26088,f,arizona,central,college,50510.55,four-door car,personal auto,84.0,5927,403.2,2
5202,xd72019,f,oregon,north west,bachelor,50510.55,four-door car,personal auto,82.0,8470,479.31,0
5203,xd82117,f,arizona,central,college,65933.0,suv,personal auto,108.0,8676,379.95,0
5205,ny30370,m,washington,east,high school or below,28663.0,two-door car,corporate auto,66.0,2618,430.6,0
5206,eh69733,m,arizona,central,bachelor,78092.0,four-door car,corporate auto,84.0,3350,344.02,0
5207,qv89210,f,nevada,central,high school or below,57693.0,four-door car,corporate auto,76.0,5980,547.2,0
5208,qk90365,f,oregon,north west,master,19614.0,two-door car,personal auto,85.0,16302,574.02,0
5209,ur67446,f,california,west,high school or below,23235.0,four-door car,personal auto,99.0,7883,587.66,0
5210,fj76376,m,california,west,bachelor,79528.0,two-door car,personal auto,64.0,7749,175.43,0
5211,zi85739,f,california,west,master,50510.55,suv,personal auto,136.0,15860,46.1,0
5212,am72411,m,oregon,north west,high school or below,23253.0,two-door car,personal auto,61.0,2280,292.8,0
5213,ic77855,m,california,west,college,40571.0,suv,personal auto,100.0,15273,361.79,2
5214,zm70632,f,california,west,bachelor,60668.0,suv,personal auto,138.0,5499,553.7,0
5215,jm59803,m,california,west,doctor,61776.0,two-door car,personal auto,73.0,5743,343.28,3
5216,kg84303,m,california,west,master,38820.0,four-door car,personal auto,99.0,3943,547.62,0
5217,oj37666,f,california,west,bachelor,47285.0,four-door car,personal auto,63.0,2504,302.4,0
5218,vv49688,m,oregon,north west,high school or below,50510.55,four-door car,corporate auto,62.0,4559,446.4,0
5220,qz70160,f,nevada,central,college,26222.0,four-door car,personal auto,62.0,2397,297.6,0
5221,fu51754,m,arizona,central,high school or below,50510.55,two-door car,personal auto,79.0,5569,407.44,1
5223,zg18090,m,california,west,master,24124.0,four-door car,corporate auto,91.0,7150,436.8,0
5224,ui99151,m,nevada,central,high school or below,28879.0,sports car,personal auto,106.0,12024,763.2,0
5225,vb59276,m,oregon,north west,bachelor,50510.55,suv,corporate auto,112.0,4019,544.25,0
5226,cj64468,f,oregon,north west,college,12964.0,two-door car,personal auto,65.0,4771,362.77,0
5229,zk50586,f,oregon,north west,college,66524.0,two-door car,personal auto,74.0,2900,238.52,4
5230,dm22923,m,oregon,north west,bachelor,27398.0,four-door car,personal auto,68.0,2331,326.4,1
5231,dq58142,m,arizona,central,high school or below,37759.0,suv,corporate auto,108.0,8562,518.4,0
5232,yw47108,m,california,west,college,45743.0,four-door car,personal auto,96.0,11281,673.78,0
5233,ds62172,f,oregon,north west,bachelor,54183.0,four-door car,personal auto,70.0,2764,336.0,0
5234,vl58402,m,washington,east,college,46900.0,four-door car,personal auto,66.0,2581,316.8,0
5235,yv82597,f,nevada,central,doctor,59803.0,two-door car,corporate auto,90.0,10856,22.76,0
5236,fn33339,f,oregon,north west,high school or below,53787.0,four-door car,corporate auto,104.0,4151,666.09,0
5238,ll92275,f,california,west,college,50510.55,four-door car,personal auto,67.0,5029,216.2,0
5242,ii97469,m,california,west,high school or below,92107.0,four-door car,personal auto,88.0,7013,16.37,0
5243,vf17463,m,oregon,north west,college,62464.0,sports car,personal auto,109.0,8659,400.18,0
5244,gw77328,m,oregon,north west,doctor,69991.0,four-door car,personal auto,65.0,5214,4.62,0
5245,cf44171,f,california,west,bachelor,23904.0,suv,personal auto,123.0,4334,590.4,3
5246,zn65873,f,california,west,high school or below,50510.55,four-door car,corporate auto,96.0,3732,460.8,0
5248,gb94407,m,california,west,college,88340.0,two-door car,corporate auto,102.0,12281,489.6,0
5249,km63956,m,california,west,master,50510.55,suv,corporate auto,125.0,13024,900.0,0
5250,lm79795,m,oregon,north west,high school or below,39602.0,two-door car,personal auto,64.0,7489,307.2,0
5251,xt35473,m,arizona,central,bachelor,25905.0,four-door car,personal auto,63.0,2301,302.4,0
5253,lu65596,f,california,west,college,59732.0,four-door car,corporate auto,94.0,3745,135.63,0
5254,sv94314,m,arizona,central,bachelor,36898.0,suv,personal auto,169.0,13247,811.2,1
5255,rw86245,m,arizona,central,high school or below,92864.0,suv,personal auto,123.0,5008,96.34,0
5256,jg41490,f,arizona,central,bachelor,50510.55,four-door car,corporate auto,66.0,2396,433.16,2
5257,fo63400,f,california,west,college,93752.0,four-door car,corporate auto,64.0,5147,154.71,0
5258,fe84109,m,washington,east,bachelor,21156.0,two-door car,personal auto,89.0,6540,111.84,0
5259,kg21285,m,arizona,central,college,67206.0,four-door car,personal auto,90.0,7160,76.29,0
5260,tq33359,m,california,west,high school or below,85654.0,four-door car,personal auto,76.0,6087,46.2,0
5261,zg59671,m,oregon,north west,college,59325.0,four-door car,personal auto,83.0,9773,81.6,0
5262,ay19539,m,california,west,college,13528.0,four-door car,personal auto,86.0,6006,412.8,0
5263,ku23440,f,oregon,north west,master,50510.55,four-door car,personal auto,63.0,6812,302.4,1
5265,ke35335,f,washington,east,college,75333.0,four-door car,personal auto,90.0,3580,289.24,1
5266,fe90301,f,nevada,central,bachelor,61108.0,four-door car,personal auto,72.0,5821,23.77,0
5267,ck35310,f,nevada,central,high school or below,27083.0,four-door car,personal auto,73.0,2840,525.6,1
5268,xu97999,m,california,west,high school or below,68997.0,four-door car,personal auto,63.0,10097,206.93,0
5269,rf73329,f,california,west,high school or below,33451.0,four-door car,personal auto,67.0,2674,337.22,0
5270,wo12850,f,nevada,central,bachelor,21500.0,four-door car,corporate auto,115.0,4515,39.29,0
5271,ab26022,m,oregon,north west,high school or below,26487.0,suv,corporate auto,112.0,7998,602.43,0
5272,hl91178,m,california,west,high school or below,74713.0,four-door car,personal auto,70.0,2810,336.0,0
5273,hs77089,m,washington,east,bachelor,50510.55,four-door car,personal auto,70.0,4749,504.0,0
5274,wk18603,m,california,west,doctor,85607.0,four-door car,personal auto,66.0,5273,67.65,0
5275,xs44101,f,california,west,bachelor,44891.0,four-door car,personal auto,83.0,6712,74.8,0
5276,re93978,m,washington,east,college,89061.0,suv,personal auto,103.0,8189,565.27,0
5278,ea55071,f,arizona,central,bachelor,63774.0,four-door car,personal auto,111.0,4376,60.04,0
5279,hh45183,m,oregon,north west,high school or below,93308.0,four-door car,personal auto,92.0,3714,441.6,0
5280,nl75739,m,arizona,central,high school or below,10375.0,two-door car,personal auto,66.0,7590,316.8,0
5281,xe96798,m,oregon,north west,master,85950.0,four-door car,personal auto,69.0,2796,47.71,0
5282,uu12600,f,nevada,central,bachelor,33402.0,suv,personal auto,109.0,8641,71.05,0
5283,nl39999,m,washington,east,high school or below,18129.0,two-door car,personal auto,71.0,2625,340.8,0
5284,zn45349,m,oregon,north west,college,50510.55,two-door car,personal auto,66.0,4815,711.8,0
5285,ev34073,f,california,west,college,50510.55,four-door car,corporate auto,65.0,4460,312.0,1
5286,hm94328,m,arizona,central,college,20396.0,four-door car,corporate auto,76.0,6047,364.8,1
5287,qx64770,f,oregon,north west,master,13376.0,four-door car,personal auto,108.0,8222,774.71,0
5288,in95983,f,california,west,college,32517.0,four-door car,special auto,94.0,6798,451.2,3
5289,ad89594,m,california,west,college,28651.0,four-door car,personal auto,67.0,12817,302.27,0
5290,sq37580,f,arizona,central,bachelor,64964.0,four-door car,personal auto,66.0,5220,286.97,0
5291,in64985,f,nevada,central,college,34112.0,four-door car,personal auto,77.0,6140,369.6,0
5292,ul96474,f,arizona,central,college,50510.55,suv,personal auto,108.0,3757,718.38,3
5293,ig89777,m,california,west,high school or below,81145.0,two-door car,corporate auto,92.0,7357,321.06,0
5295,nk20941,m,california,west,high school or below,52447.0,four-door car,personal auto,90.0,7057,61.59,0
5296,xq28930,m,california,west,college,50510.55,four-door car,personal auto,69.0,11005,496.8,2
5297,ly73893,m,california,west,college,35398.0,four-door car,personal auto,71.0,5564,340.8,0
5298,ii20035,f,oregon,north west,high school or below,26239.0,four-door car,personal auto,65.0,7451,312.0,0
5299,oh69760,f,arizona,central,college,50510.55,four-door car,personal auto,70.0,5181,336.0,0
5300,wn45973,m,washington,east,master,83013.0,suv,corporate auto,103.0,12584,155.13,0
5303,gz64473,m,nevada,central,college,50414.0,four-door car,personal auto,69.0,2757,331.2,0
5304,fe93959,m,california,west,doctor,37496.0,two-door car,corporate auto,65.0,7535,312.0,0
5305,yc33550,f,oregon,north west,high school or below,24224.0,two-door car,corporate auto,71.0,2827,511.2,0
5306,mt91532,m,california,west,bachelor,62338.0,four-door car,corporate auto,92.0,7327,4.22,0
5307,xe65072,m,oregon,north west,college,63483.0,four-door car,personal auto,83.0,6633,85.07,0
5308,at72574,m,arizona,central,high school or below,50510.55,two-door car,personal auto,70.0,2486,504.0,0
5309,fp10040,m,oregon,north west,high school or below,38113.0,four-door car,personal auto,73.0,8598,203.64,0
5310,aq51159,f,arizona,central,high school or below,38676.0,four-door car,personal auto,72.0,8587,146.12,0
5311,hb21182,f,arizona,central,master,20200.0,two-door car,personal auto,65.0,2418,312.0,3
5312,sm17747,m,arizona,central,college,29038.0,four-door car,personal auto,69.0,2694,56.35,0
5313,ya87855,m,arizona,central,master,23179.0,two-door car,corporate auto,91.0,7179,436.8,0
5314,mr52230,m,oregon,north west,doctor,56598.0,four-door car,personal auto,88.0,10629,92.97,0
5315,fr54989,m,arizona,central,college,50510.55,two-door car,corporate auto,76.0,2711,547.2,0
5318,gq26671,f,california,west,high school or below,50510.55,two-door car,personal auto,63.0,2241,453.6,0
5320,wo30947,m,washington,east,bachelor,31572.0,four-door car,personal auto,70.0,5348,292.43,3
5321,zn86559,f,california,west,bachelor,50510.55,four-door car,personal auto,72.0,5251,345.6,0
5322,nz73268,m,california,west,bachelor,32646.0,four-door car,corporate auto,119.0,4687,465.0,0
5324,be54454,m,washington,east,high school or below,70828.0,four-door car,personal auto,62.0,5029,297.6,0
5325,jb76199,f,oregon,north west,college,40903.0,four-door car,corporate auto,61.0,2415,409.89,0
5326,pn68458,f,california,west,high school or below,50510.55,suv,corporate auto,106.0,7546,631.11,1
5327,im55696,f,california,west,high school or below,24031.0,four-door car,personal auto,66.0,5264,316.8,0
5328,ud99395,m,oregon,north west,high school or below,84927.0,suv,personal auto,112.0,4474,537.6,0
5330,we64939,f,california,west,college,23893.0,four-door car,personal auto,73.0,2903,186.29,0
5331,kc67652,m,arizona,central,doctor,71255.0,sports car,personal auto,138.0,10876,138.63,0
5332,fq33633,f,nevada,central,college,37697.0,suv,personal auto,112.0,4413,38.4,0
5333,qs23134,m,arizona,central,college,33746.0,two-door car,personal auto,106.0,12504,508.8,0
5334,ez70589,f,washington,east,college,70263.0,two-door car,personal auto,93.0,7463,7.35,0
5336,rs66246,f,california,west,high school or below,50510.55,two-door car,personal auto,81.0,2943,388.8,0
5337,yx72707,f,oregon,north west,doctor,50510.55,four-door car,personal auto,66.0,5003,445.2,1
5338,lj79533,f,nevada,central,high school or below,11432.0,suv,special auto,119.0,13467,571.2,0
5339,jq95021,m,california,west,college,67249.0,four-door car,special auto,86.0,3386,33.89,0
5340,et88948,f,california,west,bachelor,76839.0,four-door car,personal auto,68.0,5503,326.4,0
